host_name,planet_name,disposition,orbital_period_days,semi_major_axis_au,eccentricity,inclination_deg,planet_radius_re,planet_radius_rj,planet_mass_me,planet_mass_mj,planet_density_gcm3,transit_depth_ppm,tansit_duration_hrs,impact_parameter,a_over_rstar,radius_ratio,stellar_teff_k,stellar_logg_cgs,stellar_metallicity_dex,stellar_radius_rsun,stellar_mass_msun,stellar_density_cgs,stellar_luminosity_lsun,stellar_age_gyr,stellar__rot_period_days,planet_insolation_earth,planet_eq_temp_k,ra_deg,dec_deg,pm_ra_masyr,pm_dec_masyr,parallax_mas,distance_pc,snr_model,snr_single_event,snr_multi_event,depth_source_unit,source_catalog
K04274.01,,CANDIDATE,1.97507424,0.0311,0.0,88.5,1.08,,,,,130.5,2.61,0.152,5.8,0.010488,6065.0,4.495,-0.18,0.947,1.022,0.94859,,,,1122.82,1477.0,296.81158,41.51569,,,,,15.0,3.4642088,13.747099,130.5,kepler
K04617.01,,CONFIRMED,27.4784659,0.181,0.0,89.98,1.52,,,,,83.2,7.5,0.008,28.2,0.008174,5432.0,3.993,0.21,1.707,1.046,0.56321,,,,69.3,736.0,287.93719,46.418491,,,,,12.3,3.9445896,11.102872,83.2,kepler
K04618.01,,FALSE POSITIVE,244.86662,0.7506,0.0,89.95,1.46,,,,,289.5,10.56,0.3872,166.4,0.01575,5821.0,4.554,-0.22,0.848,0.937,1.45398,,,,1.31,273.0,290.04114,42.10574,,,,,9.7,,,289.5,kepler
K07697.01,,FALSE POSITIVE,1.30627214,0.023,0.0,71.34,0.87,,,,,95.4,5.144,0.57,1.783,0.009214,5513.0,4.543,0.08,0.862,0.948,0.0628,,,,1161.23,1490.0,294.99649,39.629921,,,,,10.3,2.9961927,8.381532,95.4,kepler
K04619.01,,FALSE POSITIVE,62.366706,0.3457,0.0,89.95,1.88,,,,,95.4,4.32,0.1725,109.6,0.009059,6749.0,4.031,-0.14,1.9,1.419,6.40311,,,,56.09,698.0,287.39777,43.414341,,,,,7.1,,,95.4,kepler
K04620.01,,FALSE POSITIVE,0.933732791,0.0173,0.0,89.47,0.9,,,,,96.9,3.056,0.022,2.428,0.008899,5496.0,4.405,-0.22,0.927,0.798,0.31067,,,,2344.56,1773.0,291.61646,48.775639,,,,,13.8,4.6509013,10.633178,96.9,kepler
K04621.01,,FALSE POSITIVE,53.106597,0.3212,0.0,89.95,2.2,,,,,82.4,2.914,0.5182,120.5,0.008618,7217.0,3.893,-0.34,2.343,1.562,11.73127,,,,129.19,860.0,296.04196,48.681351,,,,,7.3,,,82.4,kepler
K04690.01,,FALSE POSITIVE,360.15417,1.0423,0.0,89.95,2.99,,,,,790.6,12.806,0.2583,213.3,0.025828,6065.0,4.452,0.21,1.061,1.163,1.41527,,,,1.25,270.0,287.25299,45.90934,,,,,11.1,,,790.6,kepler
K04691.01,,CANDIDATE,3.3879165,0.0442,0.0,89.53,1.09,,,,,78.6,1.818,0.117,14.27,0.008048,5702.0,4.247,0.14,1.245,0.997,4.7871,,,,750.6,1336.0,293.28015,46.560089,,,,,10.4,3.520076,9.56524,78.6,kepler
K04692.01,,FALSE POSITIVE,1.42856815,0.0239,0.0,86.52,0.64,,,,,59.5,2.132,0.3097,4.95,0.007178,5979.0,4.557,-0.52,0.822,0.888,1.12175,,,,1352.91,1547.0,290.44476,48.462891,,,,,11.8,10.007416,9.338969,59.5,kepler
K00806.04,,FALSE POSITIVE,381.850599,1.026,0.0,89.95,3.59,,,,,1702.0,4.772,0.4148,582.0,0.037911,5485.0,4.556,0.21,0.867,0.986,25.52691,,,,0.58,222.0,285.28363,38.947281,,,,,13.8,,,1702.0,kepler
K03194.01,,FALSE POSITIVE,10.81315417,0.1059,0.0,88.83,1.46,,,,,80.3,1.275,0.804,39.5,0.009134,6380.0,4.24,0.34,1.46,1.351,9.9606,,,,281.84,1045.0,286.62854,50.471272,,,,,16.6,4.2982836,14.030767,80.3,kepler
K04479.01,,FALSE POSITIVE,359.08368,0.9846,0.0,88.33,29.15,,,,,618.7,15.67,1.262,43.4,0.286377,6256.0,4.493,-0.44,0.932,0.986,0.01197,,,,1.23,268.0,291.18927,38.731159,,,,,10.8,6.460072,9.62688,618.7,kepler
K04480.01,,CANDIDATE,58.7488629,0.2696,0.0,89.92,1.75,,,,,473.6,3.191,0.186,141.0,0.019865,5574.0,4.505,-0.5,0.805,0.756,15.37282,,,,7.7,425.0,290.77655,47.64843,,,,,13.6,5.4182825,11.594376,473.6,kepler
K04481.01,,FALSE POSITIVE,3.74784374,0.0483,0.0,89.32,1.08,,,,,116.5,3.658,0.093,7.89,0.009894,6122.0,4.471,-0.1,0.996,1.07,0.66202,,,,534.57,1226.0,290.97906,50.258148,,,,,12.8,3.401392,11.61852,116.5,kepler
K07685.01,,CANDIDATE,64.740274,0.3077,0.0,88.12,1.35,,,,,113.1,15.082,0.74,22.6,0.010514,5999.0,4.263,-0.32,1.177,0.926,0.05202,,,,16.96,518.0,286.77313,39.277531,,,,,16.4,4.0775084,8.666167,113.1,kepler
K04482.01,,CANDIDATE,5.38299284,0.0627,0.0,87.88,0.78,,,,,35.1,3.336,0.417,11.3,0.005534,6256.0,4.27,-0.02,1.293,1.135,0.94191,,,,582.98,1253.0,299.09537,43.439098,,,,,10.7,4.567354,9.382807,35.1,kepler
K04483.01,,FALSE POSITIVE,1.71028117,0.0275,0.0,85.51,0.91,,,,,111.6,2.61,0.372,4.75,0.009798,5910.0,4.55,-0.28,0.855,0.945,0.69168,,,,1055.42,1454.0,292.68515,41.905918,,,,,13.8,3.259611,12.124529,111.6,kepler
K04549.01,,CANDIDATE,2.0481582,0.0311,0.0,88.76,1.16,,,,,183.3,1.899,0.179,8.234,0.012387,5799.0,4.548,-0.16,0.86,0.955,2.51734,,,,773.92,1346.0,292.02621,41.984119,,,,,11.7,3.052196,9.955481,183.3,kepler
K04550.01,,CONFIRMED,140.251943,0.4836,0.0,89.88,1.84,,,,,567.7,6.576,0.323,157.9,0.021342,4821.0,4.529,0.16,0.788,0.765,3.7841,,,,1.28,271.0,296.45776,41.266022,,,,,11.9,4.172054,9.639611,567.7,kepler
K04551.01,,CANDIDATE,14.7179342,0.12,0.0,87.12,1.25,,,,,132.3,5.844,0.704,13.99,0.011244,6102.0,4.449,-0.06,1.018,1.058,0.23935,,,,89.3,784.0,295.09201,49.940079,,,,,12.7,3.4797113,10.768475,132.3,kepler
K07691.01,,FALSE POSITIVE,0.570828503,0.01,0.0,81.1,0.54,,,,,174.4,0.915,0.609,3.93,0.012689,3585.0,4.868,-0.2,0.388,0.406,3.53112,,,,222.55,986.0,288.86853,39.496132,,,,,13.9,6.3144407,11.769917,174.4,kepler
K04552.01,,FALSE POSITIVE,134.4665,0.4696,0.0,89.95,2.48,,,,,1032.0,5.27,0.2848,193.0,0.028713,4891.0,4.524,0.1,0.791,0.764,7.52337,,,,1.45,280.0,290.62686,41.4604,,,,,6.7,,,1032.0,kepler
K04553.01,,FALSE POSITIVE,0.909314811,0.019,0.0,72.19,0.99,,,,,40.5,2.2053,0.722,2.36,0.006266,6508.0,4.163,-0.3,1.447,1.111,0.30051,,,,9311.68,2503.0,292.61426,41.437229,,,,,30.2,3.792545,8.602466,40.5,kepler
K04622.01,,CONFIRMED,207.24785,0.5697,0.0,89.95,1.56,,,,,809.2,6.159,0.21,258.1,0.025839,4339.0,4.711,-0.58,0.553,0.573,7.57232,,,,0.3,189.0,284.56689,49.01255,,,,,13.2,4.5226235,9.708954,809.2,kepler
K04623.01,,FALSE POSITIVE,186.55347,0.6458,0.0,89.95,1.86,,,,,334.5,13.57,0.2803,102.7,0.016896,6187.0,4.446,-0.2,1.006,1.026,0.58869,,,,3.18,341.0,287.56268,45.679008,,,,,11.0,,,334.5,kepler
K03179.01,,CONFIRMED,5.99078221,0.0636,0.0,84.42,1.03,,,,,69.9,1.699,0.944,9.71,0.009741,5721.0,4.442,0.0,0.972,0.954,0.48279,,,,223.93,987.0,299.3028,41.441017,,,,,8.6,5.0953517,15.230945,69.9,kepler
K04624.01,,FALSE POSITIVE,14.0801852,0.1193,0.0,89.42,1.04,,,,,90.7,3.402,0.308,30.4,0.008751,5984.0,4.421,0.24,1.089,1.142,2.67453,,,,95.62,798.0,290.27658,41.269341,,,,,6.9,3.3396008,9.391261,90.7,kepler
K04625.01,,CONFIRMED,2.440839436,0.0322,0.0,75.89,21.29,,,,,509.5,0.968,1.253,5.14,0.279368,4803.0,4.623,-0.08,0.698,0.752,0.43127,,,,223.8,986.0,297.05902,49.4785,,,,,14.4,3.1317515,10.968486,509.5,kepler
K04693.01,,CONFIRMED,23.6223571,0.1611,0.0,89.14,1.07,,,,,57.0,6.852,0.369,24.68,0.007017,6144.0,4.149,-0.3,1.393,0.999,0.50976,,,,95.35,797.0,285.70346,44.422001,,,,,11.4,3.412341,9.463604,57.0,kepler
K04694.01,,CANDIDATE,19.2527652,0.1454,0.0,89.95,1.24,,,,,138.5,4.862,0.028,30.57,0.010815,6258.0,4.442,-0.12,1.046,1.102,1.45857,,,,71.04,740.0,288.70859,46.018188,,,,,10.8,3.841056,9.532886,138.5,kepler
K04695.01,,FALSE POSITIVE,3.28931936,0.045,0.0,56.94,50.51,,,,,166.0,1.921,1.422,2.61,0.431441,6335.0,4.427,-0.14,1.072,1.12,0.03095,,,,818.01,1364.0,296.06665,39.938011,,,,,11.1,3.8833177,9.527074,166.0,kepler
K04696.01,,FALSE POSITIVE,1.08195208,0.0189,0.0,81.73,0.47,,,,,33.6,4.807,0.257,1.788,0.005235,5233.0,4.489,-0.16,0.824,0.764,0.09231,,,,1275.68,1526.0,299.0098,46.684738,,,,,12.4,3.3345659,7.6391106,33.6,kepler
K04697.01,,FALSE POSITIVE,0.512583041,0.0129,0.0,87.53,1.07,,,,,114.3,1.498,0.116,2.6895,0.009823,6077.0,4.471,-0.04,0.999,1.077,1.40073,,,,7320.09,2363.0,295.46341,46.01123,,,,,17.1,3.8515642,12.5058,114.3,kepler
K07680.01,,CANDIDATE,219.20579,0.8176,0.0,89.71,2.66,,,,,207.8,14.5,0.517,100.7,0.01367,6990.0,4.115,0.06,1.785,1.515,0.40195,,,,10.18,456.0,295.31512,39.141048,,,,,15.2,4.5428963,7.12847,207.8,kepler
K04484.01,,CONFIRMED,2.29794819,0.0354,0.0,89.01,0.98,,,,,83.2,2.84,0.108,6.226,0.008411,6371.0,4.426,-0.18,1.072,1.117,0.86477,,,,1352.14,1547.0,294.69696,46.720188,,,,,12.2,3.3181992,11.046987,83.2,kepler
K04485.01,,FALSE POSITIVE,368.11581,1.0192,0.0,89.95,2.11,,,,,476.2,13.52,0.0125,212.2,0.02001,6122.0,4.487,-0.18,0.964,1.041,1.33395,,,,1.12,263.0,286.78354,44.73737,,,,,11.2,,,476.2,kepler
K04486.01,,FALSE POSITIVE,368.52466,1.074,0.0,89.95,3.05,,,,,680.3,11.9,0.5045,210.9,0.024556,6343.0,4.411,0.07,1.137,1.213,1.3072,,,,1.62,288.0,286.58829,44.640411,,,,,14.0,,,680.3,kepler
K03158.02,,CONFIRMED,4.54586982,0.0475,0.0,88.05,0.65,,,,,76.5,1.756,0.563,16.55,0.008238,5051.0,4.562,-0.36,0.721,0.692,4.15244,,,,134.21,868.0,289.75229,41.634605,,,,,24.4,9.528808,27.623426,76.5,kepler
K04487.01,,CANDIDATE,3.48754109,0.0431,0.0,88.7,0.72,,,,,85.1,1.811,0.32,14.08,0.008377,5252.0,4.593,0.07,0.783,0.896,4.34417,,,,224.74,988.0,292.02829,43.946362,,,,,7.3,4.093366,9.3143,85.1,kepler
K03164.01,,FALSE POSITIVE,0.542498653,0.0164,0.0,72.77,2.25,,,,,54.9,4.257,0.3422,1.158,0.006974,8711.0,3.795,-0.26,2.954,1.987,0.09988,,,,167191.11,5157.0,294.01822,38.226292,,,,,19.8,,,54.9,kepler
K04554.01,,CANDIDATE,8.0772455,0.0847,0.0,63.83,2.61,,,,,79.2,7.272,0.984,2.23,0.011741,5684.0,3.915,0.3,2.032,1.239,0.00322,,,,537.66,1228.0,293.43478,41.716881,,,,,12.5,3.7977989,10.1308,79.2,kepler
K04555.01,,CANDIDATE,364.08733,0.9149,0.0,89.95,1.39,,,,,372.0,14.09,0.1702,198.0,0.017474,5376.0,4.601,-0.42,0.727,0.769,1.10844,,,,0.47,211.0,291.22043,43.574268,,,,,8.8,,,372.0,kepler
K04556.01,,FALSE POSITIVE,21.5819776,0.1474,0.0,89.83,0.91,,,,,47.6,13.734,0.036,12.09,0.006239,5601.0,4.144,-0.04,1.342,0.915,0.07171,,,,73.01,746.0,289.61856,47.557968,,,,,17.3,3.3533945,8.667734,47.6,kepler
K04557.01,,CANDIDATE,5.75651958,0.0647,0.0,89.24,0.83,,,,,65.3,2.309,0.247,18.61,0.007466,6208.0,4.454,-0.12,1.024,1.086,3.68193,,,,332.97,1089.0,283.70471,47.385288,,,,,11.2,4.698596,9.905729,65.3,kepler
K04626.01,,CANDIDATE,91.95723,0.4127,0.0,89.99,2.66,,,,,308.4,10.471,0.015,68.15,0.015948,5854.0,4.114,0.16,1.528,1.107,0.70813,,,,14.41,497.0,289.90417,38.651371,,,,,12.3,5.120729,10.858511,308.4,kepler
K04627.01,,CANDIDATE,7.51731745,0.074,0.0,89.35,1.19,,,,,170.7,2.484,0.256,22.65,0.011854,5525.0,4.488,0.16,0.923,0.957,3.88822,,,,129.74,861.0,298.75836,41.631031,,,,,10.7,4.0939584,9.023955,170.7,kepler
K04628.01,,FALSE POSITIVE,3.08723626,0.0446,0.0,88.24,1.2,,,,,101.9,2.615,0.2516,8.84,0.00935,6418.0,4.395,0.07,1.171,1.241,1.37015,,,,1046.77,1451.0,296.66855,43.540569,,,,,12.1,10.105768,10.7324505,101.9,kepler
K04629.01,,FALSE POSITIVE,0.592562969,0.0133,0.0,22.94,25.97,,,,,1546.4,3.0869,1.252,1.359,0.295765,5728.0,4.575,-0.32,0.804,0.896,0.13537,,,,3520.7,1967.0,291.91415,37.807819,,,,,100.4,5.8482914,13.5561075,1546.4,kepler
K04630.01,,CANDIDATE,44.6966177,0.2558,0.0,89.3,2.46,,,,,257.3,10.532,0.373,30.6,0.014812,5929.0,4.123,0.12,1.518,1.116,0.2716,,,,38.95,637.0,295.59735,43.596401,,,,,15.3,4.231552,11.072874,257.3,kepler
K04698.01,,CANDIDATE,8.5275894,0.0883,0.0,89.16,1.28,,,,,112.5,2.959,0.311,21.16,0.00985,6469.0,4.385,0.07,1.193,1.26,2.46569,,,,286.1,1049.0,291.12744,47.938801,,,,,10.4,3.3963172,9.347392,112.5,kepler
K04699.01,,CANDIDATE,3.07714195,0.0435,0.0,56.21,1.08,,,,,34.2,3.571,0.983,1.767,0.007413,6108.0,4.251,0.1,1.336,1.162,0.01102,,,,1175.0,1493.0,291.88797,43.649811,,,,,9.9,3.5472298,8.634525,34.2,kepler
K04700.01,,CANDIDATE,3.83488354,0.0456,0.0,89.03,1.2,,,,,243.0,2.026,0.242,14.26,0.014219,5515.0,4.592,-0.26,0.775,0.868,3.72674,,,,239.15,1003.0,295.36145,45.914841,,,,,10.9,3.48671,9.321168,243.0,kepler
K04701.01,,FALSE POSITIVE,31.97181,0.1939,0.0,88.22,0.95,,,,,117.4,12.277,0.532,17.1,0.010165,5632.0,4.554,-0.04,0.853,0.952,0.09257,,,,17.43,521.0,292.14804,44.70414,,,,,11.1,3.4203415,8.885191,117.4,kepler
K04702.01,,FALSE POSITIVE,5.81289843,0.0636,0.0,87.08,0.93,,,,,76.3,3.979,0.499,9.8,0.008221,6175.0,4.41,-0.2,1.041,1.013,0.5273,,,,348.61,1102.0,285.56747,38.040691,,,,,9.5,3.3659368,8.515034,76.3,kepler
K04488.01,,FALSE POSITIVE,6.44173995,0.0699,0.0,89.38,1.41,,,,,107.7,1.635,0.3252,28.8,0.009609,6088.0,4.225,0.02,1.339,1.097,10.85846,,,,451.14,1175.0,298.91083,42.18504,,,,,10.5,11.181624,9.719282,107.7,kepler
K04489.01,,FALSE POSITIVE,0.631106722,0.0135,0.0,87.69,0.63,,,,,49.2,0.9942,0.194,4.83,0.006393,5400.0,4.443,-0.1,0.898,0.816,5.34015,,,,3367.19,1945.0,295.66672,43.37035,,,,,17.6,4.292,10.790549,49.2,kepler
K04490.01,,FALSE POSITIVE,176.17377,0.6208,0.0,89.95,1.76,,,,,349.9,14.58,0.2545,90.9,0.01717,5957.0,4.506,-0.08,0.937,1.026,0.45748,,,,2.57,323.0,290.57632,41.546188,,,,,8.2,,,349.9,kepler
K04491.01,,CONFIRMED,114.336052,0.4679,0.0,89.44,2.09,,,,,239.8,14.077,0.529,53.7,0.014536,5802.0,4.218,0.14,1.316,1.044,0.22412,,,,8.02,429.0,290.14655,39.665821,,,,,13.0,3.9302053,10.437255,239.8,kepler
K04492.01,,FALSE POSITIVE,0.63938062,0.0155,0.0,31.26,51.53,,,,,308.0,1.2067,1.377,1.611,0.391944,6607.0,4.363,-0.1,1.204,1.224,0.19338,,,,10289.98,2566.0,293.52997,45.66433,,,,,97.5,4.1519322,9.187865,308.0,kepler
K04558.01,,CANDIDATE,8.8233996,0.0793,0.0,89.88,1.13,,,,,104.6,6.735,0.022,10.12,0.009255,5602.0,4.269,-0.14,1.121,0.852,0.2515,,,,176.13,929.0,285.59543,40.679722,,,,,13.3,4.041067,9.938959,104.6,kepler
K04559.01,,FALSE POSITIVE,0.566801045,0.0129,0.0,72.73,1.42,,,,,188.3,1.7499,0.628,2.117,0.013226,6106.0,4.405,-0.52,0.982,0.893,0.55854,,,,7209.06,2348.0,292.93552,42.824871,,,,,34.9,11.941601,18.141047,188.3,kepler
K04560.01,,FALSE POSITIVE,0.992799002,0.0199,0.0,29.79,40.12,,,,,1653.0,3.4878,1.3295,1.531,0.371507,6217.0,4.472,-0.22,0.989,1.056,0.06887,,,,3302.31,1933.0,293.94012,40.447189,,,,,97.8,,,1653.0,kepler
K04561.01,,CONFIRMED,1.5184181,0.0264,0.0,80.83,1.85,,,,,196.8,2.842,0.561,3.52,0.013338,6302.0,4.259,-0.18,1.269,1.063,0.35882,,,,3261.65,1926.0,289.87506,43.420959,,,,,15.9,3.5778859,11.434397,196.8,kepler
K04562.01,,FALSE POSITIVE,0.96807117,0.0174,0.0,82.1,0.72,,,,,104.8,1.677,0.53,3.86,0.009652,5367.0,4.639,-0.54,0.687,0.757,1.15905,,,,1157.58,1487.0,300.23587,44.76952,,,,,15.4,3.7695007,9.332697,104.8,kepler
K04631.01,,FALSE POSITIVE,3.55661906,0.0446,0.0,85.33,0.72,,,,,23.3,5.396,0.384,4.72,0.004492,6018.0,4.081,-0.42,1.458,0.934,0.15725,,,,1254.47,1518.0,297.09583,46.211021,,,,,11.4,4.0916243,9.8879,23.3,kepler
K04632.01,,CANDIDATE,40.0691482,0.2125,0.0,87.81,13.25,,,,,784.1,2.928,1.125,29.4,0.159185,5485.0,4.575,-0.38,0.762,0.796,0.29941,,,,10.42,458.0,299.01312,41.329311,,,,,10.5,3.7871153,9.378828,784.1,kepler
K04633.01,,CANDIDATE,11.6933447,0.1067,0.0,88.43,1.12,,,,,66.9,6.551,0.353,12.88,0.007556,6049.0,4.248,0.18,1.354,1.189,0.29596,,,,192.95,950.0,289.77954,41.214409,,,,,12.7,3.1516411,9.376589,66.9,kepler
K07692.01,,FALSE POSITIVE,0.56256804,0.0166,0.0,69.95,0.63,,,,,4.5,1.686,0.692,2.018,0.002073,9005.0,3.84,-0.38,2.773,1.941,0.49122,,,,164220.08,5127.0,293.72,39.446449,,,,,11.8,3.9181807,11.084182,4.5,kepler
K03182.01,,FALSE POSITIVE,8.79991878,0.1063,0.0,16.62,224.56,,,,,869.1,41.564,1.6053,1.676,0.629442,8092.0,3.725,-0.04,3.267,2.068,0.00115,,,,3624.62,1979.0,289.26575,40.255482,,,,,236.1,,,869.1,kepler
K04634.01,,CANDIDATE,4.02745396,0.0494,0.0,89.22,0.98,,,,,85.2,1.33,0.304,22.3,0.008577,6174.0,4.398,-0.28,1.041,0.987,12.86387,,,,577.46,1250.0,300.6496,44.05574,,,,,10.8,3.2048519,9.801798,85.2,kepler
K03196.01,,CANDIDATE,4.96061094,0.0584,0.0,89.75,0.59,,,,,20.4,2.864,0.058,13.278,0.004139,6117.0,4.244,-0.04,1.298,1.079,1.79961,,,,618.99,1272.0,283.35046,45.339111,,,,,12.5,8.368256,11.007343,20.4,kepler
K04703.01,,FALSE POSITIVE,349.03703,0.9363,0.0,89.95,2.27,,,,,777.0,4.76,0.1215,571.0,0.025262,5583.0,4.559,-0.14,0.824,0.899,28.848,,,,0.67,231.0,290.16418,41.782631,,,,,11.6,,,777.0,kepler
K04704.01,,FALSE POSITIVE,177.8135,0.6181,0.0,89.95,1.83,,,,,417.7,9.76,0.2043,138.9,0.018663,5822.0,4.529,-0.06,0.898,0.994,1.60298,,,,2.17,310.0,294.12762,43.975128,,,,,8.8,,,417.7,kepler
K04705.01,,CANDIDATE,1.4733245,0.0239,0.0,88.58,1.03,,,,,124.0,1.406,0.197,7.956,0.010226,5751.0,4.431,-0.36,0.921,0.834,4.38825,,,,1453.8,1576.0,297.60236,40.803219,,,,,11.9,3.3823733,9.979716,124.0,kepler
K04706.01,,CONFIRMED,101.952048,0.4322,0.0,89.96,1.31,,,,,152.5,5.991,0.084,131.03,0.011344,6210.0,4.407,-0.18,1.054,1.028,4.09448,,,,7.92,428.0,297.27087,46.928421,,,,,10.3,4.6524043,10.029045,152.5,kepler
K04493.01,,FALSE POSITIVE,2.41795911,0.0288,0.0,88.78,0.53,,,,,100.5,2.727,0.145,6.791,0.009077,4623.0,4.719,-1.12,0.534,0.545,1.01353,,,,140.54,878.0,291.20007,39.053982,,,,,10.1,3.559299,8.917967,100.5,kepler
K04494.01,,FALSE POSITIVE,183.854867,0.6522,0.0,89.95,2.4,,,,,520.6,14.996,0.4202,87.2,0.021294,6225.0,4.45,-0.12,1.031,1.091,0.37099,,,,3.36,345.0,294.91486,43.862431,,,,,10.8,,,520.6,kepler
K04495.01,,CANDIDATE,5.93218209,0.065,0.0,89.46,1.39,,,,,205.3,4.507,0.097,10.16,0.013028,5843.0,4.474,0.08,0.977,1.036,0.56321,,,,235.68,1000.0,296.77414,40.793282,,,,,14.9,3.6082761,11.289228,205.3,kepler
K04496.01,,CANDIDATE,96.384483,0.4268,0.0,89.96,2.41,,,,,591.0,5.253,0.095,142.7,0.022095,5919.0,4.485,0.21,1.0,1.114,5.91183,,,,6.03,400.0,284.68292,41.592411,,,,,10.4,4.5556273,9.164617,591.0,kepler
K07681.01,,CANDIDATE,6.05552018,0.063,0.0,89.33,0.92,,,,,134.6,2.818,0.19,16.3,0.010451,5352.0,4.585,0.07,0.805,0.919,2.23603,,,,119.89,844.0,295.47382,39.124561,,,,,9.8,2.9427624,7.941939,134.6,kepler
K00701.05,,CONFIRMED,12.4418003,0.0942,0.0,89.91,0.57,,,,,78.4,3.572,0.043,26.8,0.007881,4926.0,4.653,-0.36,0.662,0.727,2.35251,,,,26.03,576.0,283.21274,45.349861,,,,,11.4,3.657071,8.523661,78.4,kepler
K04563.01,,CANDIDATE,54.333582,0.2731,0.0,87.97,1.7,,,,,152.0,10.545,0.823,23.2,0.012734,5500.0,4.228,0.14,1.221,0.92,0.08028,,,,16.37,513.0,285.15942,47.88274,,,,,10.5,4.063198,9.464146,152.0,kepler
K03165.01,,CANDIDATE,4.11754421,0.0527,0.0,87.42,1.02,,,,,34.3,4.362,0.312,6.92,0.005429,6263.0,4.024,-0.18,1.726,1.147,0.37015,,,,1477.06,1581.0,287.6376,46.204411,,,,,22.1,3.84024,13.636274,34.3,kepler
K04564.01,,FALSE POSITIVE,293.60581,0.9057,0.0,89.95,1.37,,,,,165.3,11.07,0.0927,204.1,0.011798,6167.0,4.444,0.07,1.064,1.149,1.86488,,,,1.79,295.0,290.0632,41.81522,,,,,8.4,,,165.3,kepler
K04565.01,,FALSE POSITIVE,2.78801663,0.0465,0.0,46.53,0.91,,,,,14.0,17.354,0.796,1.157,0.003766,7523.0,3.986,-0.06,2.206,1.719,0.00377,,,,6451.74,2287.0,298.96481,44.45277,,,,,21.8,3.8999119,9.249161,14.0,kepler
K04566.01,,CONFIRMED,3.94660745,0.0471,0.0,88.54,1.4,,,,,309.4,2.705,0.278,10.91,0.015963,5376.0,4.576,-0.02,0.806,0.897,1.57773,,,,218.91,981.0,284.87134,49.775909,,,,,12.7,3.0182116,10.508349,309.4,kepler
K04635.01,,FALSE POSITIVE,4.99473798,0.0554,0.0,87.66,0.82,,,,,99.5,3.05,0.46,11.26,0.009222,5406.0,4.569,0.02,0.819,0.907,1.08293,,,,167.06,917.0,282.61804,46.787521,,,,,17.5,5.6547465,15.130614,99.5,kepler
K04636.01,,CANDIDATE,122.749053,0.4945,0.0,88.55,6.13,,,,,1041.2,8.342,0.997,39.5,0.057538,5619.0,4.488,0.44,0.976,1.069,0.07764,,,,3.48,348.0,292.98517,46.506569,,,,,15.0,7.736311,14.3759165,1041.2,kepler
K04637.01,,CANDIDATE,4.37992345,0.0575,0.0,81.19,0.81,,,,,15.5,4.949,0.728,4.75,0.003875,6311.0,3.993,-0.12,1.918,1.324,0.10565,,,,1579.65,1608.0,288.59967,46.031712,,,,,13.9,4.123963,9.194077,15.5,kepler
K04638.01,,FALSE POSITIVE,368.48518,1.0031,0.0,89.95,1.98,,,,,301.8,11.26,0.5758,209.0,0.016523,6140.0,4.354,-0.24,1.096,0.989,1.27844,,,,1.52,283.0,287.08252,46.104069,,,,,13.7,,,301.8,kepler
K04639.01,,FALSE POSITIVE,169.894419,0.6421,0.0,89.95,2.66,,,,,178.7,2.525,0.3241,493.0,0.01243,6382.0,3.94,-0.22,1.961,1.222,78.51962,,,,13.85,492.0,288.84711,39.934311,,,,,6.3,,,178.7,kepler
K04707.01,,FALSE POSITIVE,26.190289,0.1847,0.0,89.93,1.05,,,,,51.8,2.148,0.109,93.2,0.006643,6434.0,4.208,-0.08,1.441,1.224,22.32738,,,,93.35,793.0,297.77899,39.776001,,,,,9.3,3.7439609,8.471894,51.8,kepler
K04708.01,,FALSE POSITIVE,203.511886,0.7567,0.0,89.95,2.07,,,,,167.1,3.671,0.3979,394.0,0.012134,6967.0,4.193,-0.1,1.565,1.403,27.96532,,,,9.02,442.0,296.17621,43.931751,,,,,9.3,,,167.1,kepler
K04709.01,,CANDIDATE,3.70858595,0.0445,0.0,89.55,1.33,,,,,305.4,1.94,0.115,14.75,0.015797,5420.0,4.596,-0.2,0.771,0.864,4.41258,,,,231.84,995.0,291.64294,37.632408,,,,,11.3,3.0054,9.874765,305.4,kepler
K04710.01,,CANDIDATE,9.4527721,0.0859,0.0,86.72,1.3,,,,,197.3,3.817,0.746,13.02,0.013921,5973.0,4.547,-0.34,0.857,0.945,0.46734,,,,113.38,832.0,290.7377,45.725368,,,,,11.3,4.04155,9.767796,197.3,kepler
K04711.01,,CANDIDATE,4.3638313,0.0493,0.0,88.96,1.08,,,,,194.1,1.457,0.39,21.4,0.012932,5623.0,4.596,-0.4,0.763,0.853,9.73279,,,,214.31,976.0,287.50766,44.31424,,,,,10.3,3.177434,9.151483,194.1,kepler
K03158.03,,CONFIRMED,6.18943952,0.0584,0.0,89.01,0.65,,,,,83.2,2.3316,0.334,19.3,0.00829,5051.0,4.562,-0.36,0.721,0.692,3.55108,,,,88.79,783.0,289.75229,41.634605,,,,,26.8,9.085545,29.604118,83.2,kepler
K04497.01,,CANDIDATE,6.83006228,0.0675,0.0,89.98,1.09,,,,,187.4,3.315,0.006,15.95,0.01252,5807.0,4.576,-0.4,0.8,0.886,1.64396,,,,142.95,882.0,289.26697,51.751221,,,,,12.1,3.155659,11.177868,187.4,kepler
